ExhibitionId|BoothNum|NewNav|Sharp|NewSPC|Hall|Fx
353|3E25|1130,324,1202,397|rect||3H|
353|3E31|1034,300,1114,322|rect||3H|
353|3E35|1034,322,1114,398|rect||3H|
353|3E51|911,300,971,398|rect||3H|
353|3E55|890,300,911,338|rect||3H|
353|3E61|846,300,890,338|rect||3H|
353|3E63|846,338,911,398|rect||3H|
353|3E71|755,300,826,332|rect||3H|
353|3E75|755,332,826,398|rect||3H|
353|3E81|690,300,739,333|rect||3H|
353|3E85|690,332,739,398|rect||3H|
353|3E91|604,300,674,354|rect||3H|
353|3E93|604,354,674,397|rect||3H|
353|3E95|550,301,604,397|rect||3H|
353|3J01|1418,448,1466,475|rect||3H|
353|3J03|1417,475,1467,522|rect||3H|
353|3J11|1371,430,1402,499|rect||3H|
353|3J13|1371,499,1402,522|rect||3H|
353|3J15|1331,430,1371,490|rect||3H|
353|3J17|1331,489,1371,522|rect||3H|
353|3J21|1272,430,1310,522|rect||3H|
353|3J31|1239,430,1272,487|rect||3H|
353|3J33|1239,486,1273,522|rect||3H|
353|3J35|1181,430,1224,483|rect||3H|
353|3J37|1180,483,1223,522|rect||3H|
353|3J41|1110,430,1165,499|rect||3H|
353|3J47|1110,499,1165,522|rect||3H|
353|3J51|1034,430,1095,490|rect||3H|
353|3J53|1067,490,1095,522|rect||3H|
353|3J57|1034,489,1067,522|rect||3H|
353|3J61|835,430,971,492|rect||3H|
353|3J65|902,491,970,517|rect||3H|
353|3J67|836,491,903,516|rect||3H|
353|3J71|691,430,814,478|rect||3H|
353|3J75|753,478,814,516|rect||3H|
353|3J77|691,478,754,516|rect||3H|
353|3J81|551,430,676,478|rect||3H|
353|3J85|637,478,675,517|rect||3H|
353|3J87|551,478,638,516|rect||3H|
353|3K01|1396,543,1467,565|rect||3H|
353|3K03|1396,564,1466,586|rect||3H|
353|3K07|1371,564,1396,586|rect||3H|
353|3K13|1331,542,1397,565|rect||3H|
353|3K17|1331,564,1372,586|rect||3H|
353|3K21|1250,542,1310,566|rect||3H|
353|3K23|1261,565,1310,586|rect||3H|
353|3K29|1229,543,1251,565|rect||3H|
353|3K31|1239,565,1262,586|rect||3H|
353|3K35|1180,542,1230,565|rect||3H|
353|3K37|1212,564,1240,586|rect||3H|
353|3K39|1180,564,1213,586|rect||3H|
353|3K41|1126,542,1165,565|rect||3H|
353|3K43|1115,565,1164,586|rect||3H|
353|3K49|1086,542,1127,565|rect||3H|
353|3K51|1083,565,1116,586|rect||3H|
353|3K55|1035,565,1085,586|rect||3H|
353|3K57|1034,542,1086,565|rect||3H|
353|3K61|901,537,971,601|rect||3H|
353|3K65|836,538,901,600|rect||3H|
353|3K71|750,538,814,583|rect||3H|
353|3K73|750,582,814,600|rect||3H|
353|3K77|690,538,750,599|rect||3H|
353|3K81|618,537,674,600|rect||3H|
353|3K85|550,538,619,600|rect||3H|
353|3L01|1406,602,1466,624|rect||3H|
353|3L03|1417,623,1466,648|rect||3H|
353|3L05|1396,623,1418,648|rect||3H|
353|3L07|1379,602,1408,623|rect||3H|
353|3L09|1374,623,1397,648|rect||3H|
353|3L11|1331,602,1380,624|rect||3H|
353|3L13|1331,623,1374,648|rect||3H|
353|3L21|1286,602,1310,623|rect||3H|
353|3L22|1278,623,1310,649|rect||3H|
353|3L24|1250,624,1278,648|rect||3H|
353|3L25|1240,602,1286,624|rect||3H|
353|3L26|1229,623,1251,648|rect||3H|
353|3L29|1213,602,1239,624|rect||3H|
353|3L30|1202,624,1230,648|rect||3H|
353|3L31|1180,602,1213,624|rect||3H|
353|3L32|1181,623,1202,648|rect||3H|
353|3L41|1115,602,1164,627|rect||3H|
353|3L43|1137,626,1165,649|rect||3H|
353|3L45|1085,602,1115,626|rect||3H|
353|3L47|1121,626,1138,649|rect||3H|
353|3L49|1083,626,1121,648|rect||3H|
353|3L51|1035,602,1085,626|rect||3H|
353|3L55|1034,626,1084,648|rect||3H|
353|3L61|926,615,971,648|rect||3H|
353|3L65|882,615,927,648|rect||3H|
353|3L67|836,615,882,648|rect||3H|
353|3L71|776,615,815,651|rect||3H|
353|3L73|744,615,777,635|rect||3H|
353|3L75|744,634,777,651|rect||3H|
353|3L79|691,615,744,650|rect||3H|
353|3L81|631,615,675,635|rect||3H|
353|3L83|637,634,674,651|rect||3H|
353|3L85|598,615,632,635|rect||3H|
353|3L87|621,634,637,651|rect||3H|
353|3L89|599,634,621,651|rect||3H|
353|3L91|551,615,600,651|rect||3H|
353|3P01|1510,448,1528,470|rect||3H|
353|3P03|1511,469,1527,491|rect||3H|
353|3P05|1511,490,1528,514|rect||3H|
353|3P07|1512,513,1528,535|rect||3H|
353|3P09|1512,534,1528,562|rect||3H|
353|3P11|1512,566,1528,592|rect||3H|
353|3P13|1512,591,1528,614|rect||3H|
353|3P15|1511,612,1528,634|rect||3H|
353|3P17|1510,634,1527,656|rect||3H|
353|3P21|1512,661,1528,683|rect||3H|
353|3P27|1436,664,1467,683|rect||3H|
353|3P29|1415,664,1437,683|rect||3H|
353|3P31|1396,664,1415,683|rect||3H|
353|3P33|1374,664,1397,683|rect||3H|
353|3P35|1353,664,1374,683|rect||3H|
353|3P37|1331,663,1354,683|rect||3H|
353|3P39|1278,664,1310,683|rect||3H|
353|3P41|1256,664,1278,683|rect||3H|
353|3P43|1234,664,1257,683|rect||3H|
353|3P45|1207,664,1234,683|rect||3H|
353|3P49|1181,664,1209,683|rect||3H|
353|3P53|1118,664,1165,683|rect||3H|
353|3P55|1089,664,1118,683|rect||3H|
353|3P59|1035,664,1089,683|rect||3H|
353|3P61|949,664,971,683|rect||3H|
353|3P65|895,664,949,683|rect||3H|
353|3P69|836,664,896,683|rect||3H|
353|3P71|782,666,814,683|rect||3H|
353|3P73|750,666,782,683|rect||3H|
353|3P77|728,666,750,683|rect||3H|
353|3P79|695,666,729,683|rect||3H|
353|3P81|640,666,680,683|rect||3H|
353|3P83|618,667,640,683|rect||3H|
353|3P85|597,666,618,683|rect||3H|
353|3P91|550,667,597,683|rect||3H|
353|3Q01|443,149,486,166|rect||3H|
353|3Q03|415,150,444,166|rect||3H|
353|3Q05|382,149,416,166|rect||3H|
353|3Q07|357,149,384,166|rect||3H|
353|3Q11|313,149,341,166|rect||3H|
353|3Q15|297,149,314,166|rect||3H|
353|3Q19|280,149,298,166|rect||3H|
353|3Q21|265,149,282,166|rect||3H|
353|3Q25|248,149,266,166|rect||3H|
353|3Q29|232,150,250,166|rect||3H|
353|3Q31|211,150,234,166|rect||3H|
353|3Q33|168,149,191,166|rect||3H|
353|3Q35|147,149,168,166|rect||3H|
353|3Q37|125,149,147,166|rect||3H|
353|3Q61|109,181,126,193|rect||3H|
353|3Q63|109,192,126,209|rect||3H|
353|3Q65|109,208,126,230|rect||3H|
353|3Q67|109,230,126,246|rect||3H|
353|3Q69|109,246,125,262|rect||3H|
353|3Q71|109,262,125,273|rect||3H|
353|3Q73|109,273,125,289|rect||3H|
353|3Q75|109,289,126,300|rect||3H|
353|3Q81|109,300,126,365|rect||3H|
353|3Q85|109,365,126,398|rect||3H|
353|3R01|448,182,486,279|rect||3H|
353|3R03|427,182,449,206|rect||3H|
353|3R05|426,206,449,230|rect||3H|
353|3R07|426,230,448,246|rect||3H|
353|3R09|427,246,448,279|rect||3H|
353|3R11|410,230,389,230,389,198,405,198,405,182,410,182|poly||3H|
353|3R13|389,230,410,254|rect||3H|
353|3R15|389,254,411,278|rect||3H|
353|3R17|357,182,406,198|rect||3H|
353|3R19|357,198,390,279|rect||3H|
353|3R21|309,182,341,199|rect||3H|
353|3R22|309,198,341,214|rect||3H|
353|3R23|286,182,310,198|rect||3H|
353|3R24|286,198,310,214|rect||3H|
353|3R25|266,182,286,198|rect||3H|
353|3R26|266,198,287,214|rect||3H|
353|3R31|243,182,266,198|rect||3H|
353|3R32|244,198,266,214|rect||3H|
353|3R33|211,182,245,198|rect||3H|
353|3R34|211,198,245,214|rect||3H|
353|3R41|309,230,341,279|rect||3H|
353|3R43|284,230,309,254|rect||3H|
353|3R44|283,254,309,279|rect||3H|
353|3R45|261,230,284,254|rect||3H|
353|3R46|260,254,284,279|rect||3H|
353|3R47|211,230,261,255|rect||3H|
353|3R49|211,254,260,278|rect||3H|
353|3R51|166,182,190,198|rect||3H|
353|3R52|141,182,166,198|rect||3H|
353|3R53|165,198,190,214|rect||3H|
353|3R54|141,198,166,215|rect||3H|
353|3R55|166,214,190,231|rect||3H|
353|3R56|141,214,166,231|rect||3H|
353|3R57|166,230,190,278|rect||3H|
353|3R58|141,230,166,279|rect||3H|
353|3S01|431,300,487,398|rect||3H|
353|3S05|406,300,433,333|rect||3H|
353|3S07|405,332,432,349|rect||3H|
353|3S09|405,348,432,398|rect||3H|
353|3S21|330,300,390,327|rect||3H|
353|3S23|282,300,331,327|rect||3H|
353|3S25|336,343,390,398|rect||3H|
353|3S27|282,348,337,398|rect||3H|
353|3S31|211,299,266,398|rect||3H|
353|3S41|142,300,190,398|rect||3H|
353|3T01|431,430,486,538|rect||3H|
353|3T11|364,430,432,508|rect||3H|
353|3T15|364,508,432,538|rect||3H|
353|3T21|281,430,349,494|rect||3H|
353|3T23|313,494,349,538|rect||3H|
353|3T25|281,494,313,538|rect||3H|
353|3T31|210,430,265,508|rect||3H|
353|3T35|211,508,265,538|rect||3H|
353|3T41|142,430,190,468|rect||3H|
353|3T43|166,468,190,495|rect||3H|
353|3T45|142,467,166,490|rect||3H|
353|3T46|141,489,166,511|rect||3H|
353|3T47|141,510,166,538|rect||3H|
353|3T49|166,494,190,538|rect||3H|
353|3U01|418,558,486,602|rect||3H|
353|3U05|364,559,418,581|rect||3H|
353|3U11|364,580,418,602|rect||3H|
353|3U15|442,618,485,651|rect||3H|
353|3U17|418,618,442,634|rect||3H|
353|3U19|397,618,419,634|rect||3H|
353|3U21|396,634,443,650|rect||3H|
353|3U29|365,618,397,650|rect||3H|
353|3U31|305,559,348,602|rect||3H|
353|3U32|286,559,305,581|rect||3H|
353|3U33|286,581,306,602|rect||3H|
353|3U34|267,559,286,581|rect||3H|
353|3U35|266,581,286,602|rect||3H|
353|3U36|210,559,267,581|rect||3H|
353|3U37|240,581,267,602|rect||3H|
353|3U39|210,581,241,602|rect||3H|
353|3U41|310,618,349,634|rect||3H|
353|3U42|310,634,349,651|rect||3H|
353|3U43|289,618,310,634|rect||3H|
353|3U44|289,634,310,651|rect||3H|
353|3U45|267,618,289,634|rect||3H|
353|3U46|267,634,289,651|rect||3H|
353|3U47|243,618,267,634|rect||3H|
353|3U48|242,634,267,651|rect||3H|
353|3U49|210,618,243,634|rect||3H|
353|3U50|211,634,242,650|rect||3H|
353|3U51|141,558,190,587|rect||3H|
353|3U53|166,586,190,602|rect||3H|
353|3U54|141,586,166,602|rect||3H|
353|3U55|165,602,190,618|rect||3H|
353|3U56|142,602,165,618|rect||3H|
353|3U57|165,618,190,634|rect||3H|
353|3U58|141,618,165,635|rect||3H|
353|3U59|166,634,190,651|rect||3H|
353|3U60|141,634,166,651|rect||3H|
353|3W01|450,666,486,683|rect||3H|
353|3W05|428,667,451,683|rect||3H|
353|3W07|407,667,429,683|rect||3H|
353|3W15|364,667,407,683|rect||3H|
353|3W21|321,666,348,683|rect||3H|
353|3W25|299,667,321,683|rect||3H|
353|3W27|278,666,300,683|rect||3H|
353|3W31|257,666,278,683|rect||3H|
353|3W35|235,666,258,683|rect||3H|
353|3W39|211,666,236,683|rect||3H|
353|3W41|158,666,190,683|rect||3H|
353|3W47|125,666,158,683|rect||3H|
353|3W51|109,629,126,651|rect||3H|
353|3W53|109,607,126,630|rect||3H|
353|3W57|109,586,126,608|rect||3H|
353|3W61|109,564,126,586|rect||3H|
353|3W63|109,542,126,565|rect||3H|
353|3W65|109,522,126,543|rect||3H|
353|3W67|109,500,126,522|rect||3H|
353|3W71|110,478,125,500|rect||3H|
353|3W81|109,430,126,478|rect||3H|
353|4.1A01|1126,680,1125,711,1166,711,1196,681,1196,678|poly||4.1H|
353|4.1A11|1089,670,1108,706|rect||4.1H|
353|4.1A15|1089,636,1108,672|rect||4.1H|
353|4.1A25|1089,567,1108,637|rect||4.1H|
353|4.1A61|926,694,1004,713|rect||4.1H|
353|4.1A65|850,694,925,713|rect||4.1H|
353|4.1A71|760,694,832,712|rect||4.1H|
353|4.1A75|689,694,761,712|rect||4.1H|
353|4.1A81|598,694,670,713|rect||4.1H|
353|4.1A91|526,694,598,712|rect||4.1H|
353|4.1B01|1229,566,1230,647,1308,567,1307,568|poly||4.1H|
353|4.1B15|1125,624,1172,663|rect||4.1H|
353|4.1B31|1172,566,1206,663|rect||4.1H|
353|4.1B35|1125,566,1173,625|rect||4.1H|
353|4.1B61|898,633,1003,677|rect||4.1H|
353|4.1B65|849,633,898,677|rect||4.1H|
353|4.1B71|751,661,832,678|rect||4.1H|
353|4.1B73|750,634,831,660|rect||4.1H|
353|4.1B75|690,657,752,678|rect||4.1H|
353|4.1B79|690,634,753,658|rect||4.1H|
353|4.1B81|602,634,668,678|rect||4.1H|
353|4.1B85|528,634,604,678|rect||4.1H|
353|4.1C61|924,537,1006,613|rect||4.1H|
353|4.1C63|849,590,925,610|rect||4.1H|
353|4.1C65|850,537,925,592|rect||4.1H|
353|4.1C71|742,574,833,611|rect||4.1H|
353|4.1C73|742,539,833,576|rect||4.1H|
353|4.1C75|690,572,742,611|rect||4.1H|
353|4.1C79|690,538,742,573|rect||4.1H|
353|4.1C81|601,592,668,611|rect||4.1H|
353|4.1C85|602,538,668,592|rect||4.1H|
353|4.1C91|528,576,601,610|rect||4.1H|
353|4.1C95|528,539,601,577|rect||4.1H|
353|4.1E01|1372,473,1373,501,1404,473|poly||4.1H|
353|4.1E07|1457,421,1405,471,1406,420|poly||4.1H|
353|4.1E09|1374,420,1406,472|rect||4.1H|
353|4.1E11|1316,419,1316,535,1341,535,1356,518,1356,420,1374,420|poly||4.1H|
353|4.1E21|1226,419,1299,546|rect||4.1H|
353|4.1E31|1156,420,1204,545|rect||4.1H|
353|4.1E33|1090,420,1157,544|rect||4.1H|
353|4.1E61|849,420,1005,522|rect||4.1H|
353|4.1E71|787,469,832,521|rect||4.1H|
353|4.1E73|690,470,787,522|rect||4.1H|
353|4.1E75|690,421,832,470|rect||4.1H|
353|4.1E85|528,480,666,521|rect||4.1H|
353|4.1E91|528,419,667,482|rect||4.1H|
353|4.1J01|1486,308,1525,350|rect||4.1H|
353|4.1J07|1429,309,1469,385|rect||4.1H|
353|4.1J09|1377,310,1411,386|rect||4.1H|
353|4.1J11|1318,309,1354,385|rect||4.1H|
353|4.1J21|1210,313,1302,385|rect||4.1H|
353|4.1J23|1091,312,1210,385|rect||4.1H|
353|4.1J61|856,259,1003,384|rect||4.1H|
353|4.1J71|693,326,839,385|rect||4.1H|
353|4.1J73|774,259,838,328|rect||4.1H|
353|4.1J75|693,261,774,328|rect||4.1H|
353|4.1J91|528,323,672,384|rect||4.1H|
353|4.1J93|615,261,671,324|rect||4.1H|
353|4.1J95|527,261,616,325|rect||4.1H|
353|4.1L01|1503,260,1524,286|rect||4.1H|
353|4.1L03|1480,228,1524,260|rect||4.1H|
353|4.1L04|1437,260,1484,286|rect||4.1H|
353|4.1L06|1437,229,1480,260|rect||4.1H|
353|4.1L07|1376,256,1420,286|rect||4.1H|
353|4.1L09|1376,227,1420,257|rect||4.1H|
353|4.1L11|1319,224,1353,286|rect||4.1H|
353|4.1L21|1243,226,1302,289|rect||4.1H|
353|4.1L25|1209,225,1244,289|rect||4.1H|
353|4.1L31|1165,226,1192,289|rect||4.1H|
353|4.1L35|1124,226,1166,290|rect||4.1H|
353|4.1L61|934,175,1004,238|rect||4.1H|
353|4.1L63|856,195,933,238|rect||4.1H|
353|4.1L65|854,176,934,195|rect||4.1H|
353|4.1L71|758,214,839,238|rect||4.1H|
353|4.1L73|758,176,838,214|rect||4.1H|
353|4.1L77|693,175,758,237|rect||4.1H|
353|4.1L81|604,202,670,238|rect||4.1H|
353|4.1L85|604,175,670,202|rect||4.1H|
353|4.1L91|529,202,604,238|rect||4.1H|
353|4.1L95|529,175,604,202|rect||4.1H|
353|4.1M01|1489,173,1523,211|rect||4.1H|
353|4.1M03|1458,191,1489,210|rect||4.1H|
353|4.1M04|1446,191,1458,211|rect||4.1H|
353|4.1M05|1410,190,1446,210|rect||4.1H|
353|4.1M06|1458,173,1489,191|rect||4.1H|
353|4.1M07|1434,173,1458,190|rect||4.1H|
353|4.1M08|1410,173,1435,190|rect||4.1H|
353|4.1M09|1376,173,1411,211|rect||4.1H|
353|4.1M11|1318,172,1354,208|rect||4.1H|
353|4.1M13|1285,190,1318,208|rect||4.1H|
353|4.1M17|1284,173,1319,191|rect||4.1H|
353|4.1M21|1243,172,1266,209|rect||4.1H|
353|4.1M25|1209,172,1244,210|rect||4.1H|
353|4.1M31|1168,173,1191,209|rect||4.1H|
353|4.1M35|1124,174,1169,209|rect||4.1H|
353|4.1P01|1456,139,1500,156|rect||4.1H|
353|4.1P05|1434,139,1456,156|rect||4.1H|
353|4.1P07|1410,139,1433,156|rect||4.1H|
353|4.1P09|1376,139,1410,157|rect||4.1H|
353|4.1P11|1312,139,1354,156|rect||4.1H|
353|4.1P13|1295,139,1312,157|rect||4.1H|
353|4.1P15|1261,139,1295,158|rect||4.1H|
353|4.1P21|1215,138,1260,156|rect||4.1H|
353|4.1P25|1161,138,1197,158|rect||4.1H|
353|4.1P27|1123,138,1161,157|rect||4.1H|
353|4.1P31|1090,155,1109,190|rect||4.1H|
353|4.1P33|1090,191,1107,221|rect||4.1H|
353|4.1P35|1090,219,1107,290|rect||4.1H|
353|4.1P61|942,138,1002,159|rect||4.1H|
353|4.1P65|854,138,942,159|rect||4.1H|
353|4.1P71|797,139,839,158|rect||4.1H|
353|4.1P75|692,139,734,158|rect||4.1H|
353|4.1P81|618,139,671,158|rect||4.1H|
353|4.1P91|528,138,618,158|rect||4.1H|
353|4.1Q01|415,554,442,602|rect||4.1H|
353|4.1Q05|414,602,442,630|rect||4.1H|
353|4.1Q09|414,630,442,678|rect||4.1H|
353|4.1Q11|383,694,418,711|rect||4.1H|
353|4.1Q15|360,694,384,712|rect||4.1H|
353|4.1Q17|334,694,361,712|rect||4.1H|
353|4.1Q21|263,694,312,712|rect||4.1H|
353|4.1Q25|229,694,265,711|rect||4.1H|
353|4.1Q27|160,694,230,711|rect||4.1H|
353|4.1Q31|119,694,144,712|rect||4.1H|
353|4.1Q35|98,694,120,711|rect||4.1H|
353|4.1Q41|62,667,80,695|rect||4.1H|
353|4.1Q43|62,640,80,668|rect||4.1H|
353|4.1Q45|62,616,79,641|rect||4.1H|
353|4.1Q47|62,582,79,618|rect||4.1H|
353|4.1Q51|62,547,79,583|rect||4.1H|
353|4.1Q55|62,524,79,547|rect||4.1H|
353|4.1Q61|61,489,78,525|rect||4.1H|
353|4.1Q71|62,420,79,490|rect||4.1H|
353|4.1R01|363,633,398,678|rect||4.1H|
353|4.1R11|334,633,364,678|rect||4.1H|
353|4.1R13|364,584,399,618|rect||4.1H|
353|4.1R15|334,598,364,617|rect||4.1H|
353|4.1R17|334,583,364,598|rect||4.1H|
353|4.1R19|334,556,399,585|rect||4.1H|
353|4.1R21|243,656,312,677|rect||4.1H|
353|4.1R23|243,634,311,658|rect||4.1H|
353|4.1R25|213,657,244,678|rect||4.1H|
353|4.1R27|214,634,244,656|rect||4.1H|
353|4.1R31|161,656,214,678|rect||4.1H|
353|4.1R35|161,634,213,656|rect||4.1H|
353|4.1R41|227,590,312,616|rect||4.1H|
353|4.1R45|228,555,311,590|rect||4.1H|
353|4.1R51|160,590,227,616|rect||4.1H|
353|4.1R55|161,555,227,590|rect||4.1H|
353|4.1R61|119,642,143,678|rect||4.1H|
353|4.1R63|121,624,143,642|rect||4.1H|
353|4.1R65|120,607,143,626|rect||4.1H|
353|4.1R69|119,556,143,608|rect||4.1H|
353|4.1R71|97,651,120,678|rect||4.1H|
353|4.1R73|97,634,121,651|rect||4.1H|
353|4.1R75|97,608,120,634|rect||4.1H|
353|4.1R79|96,556,120,608|rect||4.1H|
353|4.1S01|384,419,442,534|rect||4.1H|
353|4.1S15|334,419,385,533|rect||4.1H|
353|4.1S45|230,420,312,534|rect||4.1H|
353|4.1S51|161,478,231,534|rect||4.1H|
353|4.1S55|161,420,230,478|rect||4.1H|
353|4.1S71|97,494,144,533|rect||4.1H|
353|4.1S75|97,419,143,495|rect||4.1H|
353|4.1T01|311,314,442,385|rect||4.1H|
353|4.1T31|195,314,294,385|rect||4.1H|
353|4.1T51|169,314,198,385|rect||4.1H|
353|4.1T61|101,312,100,383,146,385,146,311|poly||4.1H|
353|4.1U01|319,172,395,291|rect||4.1H|
353|4.1U21|225,247,302,292|rect||4.1H|
353|4.1U25|170,246,226,292|rect||4.1H|
353|4.1U31|250,225,303,248|rect||4.1H|
353|4.1U35|216,225,251,247|rect||4.1H|
353|4.1U39|170,225,217,247|rect||4.1H|
353|4.1U41|259,171,302,208|rect||4.1H|
353|4.1U45|226,190,260,209|rect||4.1H|
353|4.1U47|226,171,260,190|rect||4.1H|
353|4.1U51|204,190,228,209|rect||4.1H|
353|4.1U53|204,172,228,190|rect||4.1H|
353|4.1U55|169,190,205,209|rect||4.1H|
353|4.1U57|168,171,204,190|rect||4.1H|
353|4.1U61|122,262,146,290|rect||4.1H|
353|4.1U65|123,245,147,263|rect||4.1H|
353|4.1U67|123,227,147,246|rect||4.1H|
353|4.1U71|123,210,147,229|rect||4.1H|
353|4.1U75|123,193,147,211|rect||4.1H|
353|4.1U77|123,173,147,194|rect||4.1H|
353|4.1U81|101,262,125,289|rect||4.1H|
353|4.1U85|100,245,124,263|rect||4.1H|
353|4.1U87|100,228,124,246|rect||4.1H|
353|4.1U91|100,210,124,228|rect||4.1H|
353|4.1U95|99,192,123,210|rect||4.1H|
353|4.1U97|99,175,125,196|rect||4.1H|
353|4.1W01|412,222,441,294|rect||4.1H|
353|4.1W05|413,200,442,223|rect||4.1H|
353|4.1W07|412,173,442,200|rect||4.1H|
353|4.1W11|351,139,422,157|rect||4.1H|
353|4.1W15|318,138,352,157|rect||4.1H|
353|4.1W21|268,138,302,157|rect||4.1H|
353|4.1W23|242,138,268,157|rect||4.1H|
353|4.1W25|218,138,242,157|rect||4.1H|
353|4.1W27|195,138,218,156|rect||4.1H|
353|4.1W29|170,138,196,157|rect||4.1H|
353|4.1W31|99,138,147,156|rect||4.1H|
353|4.1W41|66,155,83,190|rect||4.1H|
353|4.1W45|66,190,83,225|rect||4.1H|
353|4.1W47|66,225,83,237|rect||4.1H|
353|4.1W51|66,238,83,269|rect||4.1H|
353|4.1W53|65,269,83,293|rect||4.1H|
353|4.1W55|65,292,82,315|rect||4.1H|
353|4.1W61|65,314,82,386|rect||4.1H|
353|4.2A01|1163,632,1186,649|rect||4.2H|
353|4.2A03|1142,632,1164,649|rect||4.2H|
353|4.2A05|1120,632,1142,649|rect||4.2H|
353|4.2A07|1098,632,1121,649|rect||4.2H|
353|4.2A101|684,629,706,646|rect||4.2H|
353|4.2A103|662,629,685,646|rect||4.2H|
353|4.2A11|1072,632,1099,649|rect||4.2H|
353|4.2A121|566,629,588,646|rect||4.2H|
353|4.2A123|544,629,566,646|rect||4.2H|
353|4.2A15|1039,632,1073,649|rect||4.2H|
353|4.2A21|1202,567,1268,567,1218,616,1202,615|poly||4.2H|
353|4.2A25|1169,591,1186,616|rect||4.2H|
353|4.2A27|1169,567,1186,592|rect||4.2H|
353|4.2A29|1153,591,1170,616|rect||4.2H|
353|4.2A31|1153,567,1170,592|rect||4.2H|
353|4.2A35|1120,591,1138,616|rect||4.2H|
353|4.2A37|1120,567,1138,592|rect||4.2H|
353|4.2A39|1104,591,1121,616|rect||4.2H|
353|4.2A41|1104,567,1121,592|rect||4.2H|
353|4.2A51|1066,591,1083,616|rect||4.2H|
353|4.2A53|1066,567,1083,592|rect||4.2H|
353|4.2A57|1039,589,1067,616|rect||4.2H|
353|4.2A59|1039,567,1067,590|rect||4.2H|
353|4.2A61|942,629,975,646|rect||4.2H|
353|4.2A65|915,629,943,646|rect||4.2H|
353|4.2A81|802,629,835,646|rect||4.2H|
353|6.2J31|1242,291,1310,389|rect||6.2H|
353|6.2J41|1182,318,1226,389|rect||6.2H|
353|6.2J45|1182,291,1226,319|rect||6.2H|
353|6.2J47|1139,291,1183,389|rect||6.2H|
353|6.2J51|1031,291,1124,389|rect||6.2H|
353|6.2J61|892,291,983,389|rect||6.2H|
353|6.2J65|816,291,876,389|rect||6.2H|
353|6.2J71|749,291,801,389|rect||6.2H|
353|6.2J73|706,315,749,389|rect||6.2H|
353|6.2J75|706,291,749,316|rect||6.2H|
353|6.2J77|641,291,685,389|rect||6.2H|
353|6.2J81|544,291,642,389|rect||6.2H|
353|6.2K01|1435,232,1466,270|rect||6.2H|
353|6.2K03|1435,192,1466,233|rect||6.2H|
353|6.2K05|1406,230,1436,270|rect||6.2H|
353|6.2K07|1406,192,1436,230|rect||6.2H|
353|6.2K11|1360,218,1390,270|rect||6.2H|
353|6.2K15|1330,218,1361,270|rect||6.2H|
353|6.2K17|1330,192,1390,219|rect||6.2H|
353|6.2K31|1231,232,1310,270|rect||6.2H|
353|6.2K37|1242,191,1310,233|rect||6.2H|
353|6.2K41|1188,232,1232,270|rect||6.2H|
353|6.2K43|1226,191,1242,214|rect||6.2H|
353|6.2K45|1188,191,1226,233|rect||6.2H|
353|6.2K47|1091,191,1173,270|rect||6.2H|
353|6.2K51|1031,192,1091,270|rect||6.2H|
353|6.2K61|897,230,984,270|rect||6.2H|
353|6.2K62|913,192,983,230|rect||6.2H|
353|6.2K63|862,230,898,270|rect||6.2H|
353|6.2K64|862,192,914,230|rect||6.2H|
353|6.2K67|784,238,846,270|rect||6.2H|
353|6.2K68|808,192,846,238|rect||6.2H|
353|6.2K69|784,216,808,238|rect||6.2H|
353|6.2K70|784,192,808,216|rect||6.2H|
353|6.2K71|738,230,768,270|rect||6.2H|
353|6.2K72|738,192,768,230|rect||6.2H|
353|6.2K73|706,230,738,270|rect||6.2H|
353|6.2K74|706,192,738,230|rect||6.2H|
353|6.2K77|625,226,685,270|rect||6.2H|
353|6.2K79|625,192,685,227|rect||6.2H|
353|6.2K81|544,232,626,270|rect||6.2H|
353|6.2K82|544,192,626,233|rect||6.2H|
353|6.2P01|1510,357,1527,389|rect||6.2H|
353|6.2P03|1510,324,1527,357|rect||6.2H|
353|6.2P05|1510,291,1527,324|rect||6.2H|
353|6.2P07|1510,248,1527,270|rect||6.2H|
353|6.2P08|1510,226,1527,249|rect||6.2H|
353|6.2P09|1510,197,1530,227|rect||6.2H|
353|6.2P11|1395,159,1466,176|rect||6.2H|
353|6.2P15|1330,159,1396,176|rect||6.2H|
353|6.2P21|1277,159,1310,176|rect||6.2H|
353|6.2P22|1261,165,1278,176|rect||6.2H|
353|6.2P23|1244,165,1262,176|rect||6.2H|
353|6.2P25|1212,159,1245,176|rect||6.2H|
353|6.2P26|1180,159,1213,176|rect||6.2H|
353|6.2P31|1131,159,1164,176|rect||6.2H|
353|6.2P33|1099,159,1132,176|rect||6.2H|
353|6.2P35|1078,159,1100,176|rect||6.2H|
353|6.2P37|1040,159,1078,176|rect||6.2H|
353|6.2P61|938,159,976,176|rect||6.2H|
353|6.2P63|906,159,938,176|rect||6.2H|
353|6.2P65|884,159,906,176|rect||6.2H|
353|6.2P67|851,159,885,176|rect||6.2H|
353|6.2P71|803,159,836,176|rect||6.2H|
353|6.2P73|782,159,804,176|rect||6.2H|
353|6.2P74|760,159,782,176|rect||6.2H|
353|6.2P75|738,159,761,176|rect||6.2H|
353|6.2P77|706,159,739,176|rect||6.2H|
353|6.2P81|653,159,685,176|rect||6.2H|
